name,cpf
Seth Murazik,331.443.221-39
Mrs. Christy Lakin,172.733.309-58
Goldie White,829.550.675-78
Zita Haley,343.457.768-43
Gov. Bruce Schmitt,973.216.715-25
Carolina Hegmann,313.246.542-32
Minta Schiller,693.879.426-99
Pres. Cleveland Russel,381.343.105-50
Kermit Huel,205.286.648-44
George Marquardt,834.550.288-18
Delaine Sipes,307.593.713-28
Lynda Haley,663.122.179-97
Shannon Stracke DC,242.788.492-39
Travis Brekke,796.646.879-69
Floyd Klocko,213.937.108-22
Cary Langosh,416.389.120-14
Mckinley Breitenberg,151.676.532-27
Laurence Strosin I,142.575.767-25
Elias Wilkinson,383.920.610-11
Loni Kohler,803.487.790-58
Mrs. Benton Kerluke,211.496.693-62
Chanell Kris VM,308.213.755-97
Pasquale Jacobson,227.469.267-50
Elisha Hickle,633.792.445-95
Ed Murphy,146.835.201-89
Jonathon Cruickshank,440.571.979-92
Shoshana Goodwin,607.870.710-91
Hung Gutmann,954.672.144-26
Michale Gleichner I,790.834.222-94
Yasuko Weber,913.964.713-30
Joseph Wunsch,380.904.534-88
Sonny Prosacco,725.251.228-53
Danilo Renner,476.606.662-45
Mel McDermott,115.127.166-93
Ester Kovacek,495.437.736-42
Maple Roob IV,295.841.737-31
Marcos Zulauf,124.563.945-93
The Hon. Delana Fay,772.178.974-47
Jolyn Hahn,776.992.903-59
Spencer Ruecker LLD,413.750.360-32
Alfonso Emmerich II,733.372.689-62
Carlton Satterfield MD,415.757.578-67
Antony Nikolaus DDS,350.589.203-35
Fletcher Kuhlman,528.761.881-17
Shantell Kuhn,398.104.813-45
Stephane Wilderman Jr.,303.903.597-99
Felix Rempel DDS,789.388.711-77
Neda Leannon,756.841.907-32
Cordie Langosh,360.553.907-10
Antonia Rodriguez IV,835.549.441-79
Coretta Kuvalis,458.237.413-26
Dulce Sanford,987.534.965-64
Sen. Alonzo Will,115.882.857-74
Daniel Abshire,198.294.942-59
Randy VonRueden,336.676.913-64
Torrie Hoeger,532.425.451-50
Seymour McCullough,343.861.577-47
Arnette Zulauf III,110.133.739-78
Dani Stehr,270.966.462-96
Bettie Kilback,998.921.467-65
Ezekiel Friesen,708.642.576-50
Elwanda Mann,566.681.161-17
Arlene Moen DC,247.751.749-98
Ariana Dickens,243.820.308-51
Omer Beatty,764.941.361-61
Tyron Lang,614.660.912-78
Derick Rempel,315.960.148-48
Luigi Yost,440.237.806-75
Mercedes Gerlach,898.166.326-38
Felisa Schimmel,568.687.338-76
Yon Koss DC,693.339.232-62
Franklin Bruen,340.278.663-69
Jesenia Franecki,555.110.752-21
Delbert Wehner,126.283.438-91
Jamison Reinger,324.847.761-35
Roxann Kuhn DDS,157.844.987-94
Lynwood Steuber,458.578.475-70
Soo Koss,513.206.798-70
Dr. Ernie Bashirian,254.686.824-30
Ms. Rosette Moen,937.435.269-84
Rev. Natasha Maggio,255.878.860-98
Amb. Sadye Ullrich,336.579.282-94
Fr. Audrey Ryan,802.783.831-90
Horace Pollich,355.371.830-89
Theressa Bartoletti,853.731.876-59
Miss Kevin Sawayn,351.843.864-10
Monty Stokes,115.738.345-44
Georgia Fahey,952.968.885-55
Jewel Stracke Ret.,239.341.128-81
Dallas Bode LLD,417.571.628-83
Leland Hettinger,922.653.277-35
Amb. Rob Zulauf,521.842.474-52
Rolland Jerde,736.176.754-88
Wendell Hahn,703.989.822-36
Janet Schroeder,359.624.197-12
Kelly Schinner Esq.,566.432.880-33
Frederica Von,996.928.394-27
Taryn Konopelski,485.305.694-70
Orlando Simonis I,519.113.175-81
Nerissa Hoeger,681.690.836-79
Gabrielle Ruecker,116.935.990-27
Refugio VonRueden,972.967.101-36
Prof. Debroah Feil,654.527.505-85
Marjorie Ruecker CPA,395.531.486-78
Donn Crooks,622.548.376-90
Leroy Jacobi,463.499.868-59
Latarsha Balistreri,510.723.528-12
Sirena DuBuque,516.751.584-54
Raven Torphy,490.453.179-10
Dominick Lind,206.674.578-59
Granville Stiedemann V,187.965.656-79
Colleen Herzog,511.263.244-33
Virgilio Hilll,823.310.141-60
Jason Huels CPA,997.328.867-33
Amb. Winona Wolf,451.745.232-43
Everett Purdy,116.731.607-16
Lorna Murphy LLD,249.553.828-99
Ross Gislason,879.541.933-78
Manda Nolan,719.911.999-42
Deborah O'Conner,550.596.490-63
Porfirio Wilderman,256.486.630-97
Sen. Moira Cremin,991.118.491-23
Edmond Walker,966.820.110-86
Sidney Huel IV,501.757.881-51
Jody Turcotte,426.873.729-68
Neomi Kohler DO,312.511.714-69
Denna Corwin,274.559.559-68
Gemma Botsford,353.396.284-40
Hiram Ratke,689.691.490-51
Elba Gislason,351.111.189-95
Norberto Zieme,770.378.650-18
Maryjo Stamm,449.409.315-59
Vito Russel III,687.962.207-77
Angelo Lubowitz,264.698.144-13
Amee Boehm,616.487.767-42
Toney Rippin,630.232.842-70
Anna Ankunding,219.683.499-50
Amb. Elliott Schimmel,683.137.339-65
Vernon Jast DDS,696.110.493-39
Dean Bernier,975.715.637-34
Michaele Ortiz JD,954.495.597-94
Wally Hahn,828.870.426-53
Emmett Hamill,497.553.609-83
Fleta Wyman VM,435.574.267-49
Hong Herzog Jr.,582.143.522-56
Jacquelyn Breitenberg,642.575.566-18
Gov. Kali Abbott,607.839.610-26
Bertram Gusikowski,758.986.542-56
Gerry Schneider,224.573.280-18
Viola Reichert,726.809.977-98
Derrick Hilpert,370.406.935-27
Karan Senger LLD,468.348.299-66
Son Gislason,274.742.330-24
Pres. Forest Rodriguez,963.741.576-80
Tinisha Kovacek,651.485.569-29
Stephani Langworth,354.332.772-91
Lucien Ward,632.447.217-29
Stevie Parisian,859.677.203-83
Oneida Braun,710.341.816-15
Teena Lesch MD,795.575.135-85
Rev. Douglass Williamson,483.772.902-37
Fr. Maile Bins,483.460.668-88
Viola Ullrich CPA,922.850.810-20
Ty Hane,254.410.633-11
Kasi Gusikowski II,636.326.877-95
Genevie Feest,992.379.779-91
Rachal West CPA,772.857.249-47
Orville Ryan,651.147.977-59
Tod Orn,178.463.933-48
Ms. Ramonita Altenwerth,207.155.893-33
Raphael Veum,150.904.753-58
Pres. Berta Weimann,827.750.670-60
Ramiro West,571.496.908-64
Marin Hermiston,316.458.406-42
Ciera Koch,151.756.195-31
Kaila Schuppe,461.600.632-45
Rev. Dann Legros,712.828.184-74
Prof. Waldo Wilderman,758.597.418-88
Pres. Adrien Mayert,270.691.732-73
Catharine Stanton I,767.931.422-97
Art Thiel,704.744.935-33
Emmie Gulgowski,594.245.392-82
Fr. Daren Jast,419.621.132-31
Yajaira Gleichner DC,923.888.403-69
Chad Abernathy,342.432.351-57
Felix Gleason,318.667.140-18
Carleen Batz,770.912.472-91
Rodney Waters,938.382.643-94
Marylynn West,454.516.839-59
Luigi Friesen,847.418.218-24
Kelvin Stoltenberg,611.695.630-87
Pres. Pansy Lang,917.731.670-46
Catina Runte,759.664.147-76
Dr. Shavonda Littel,619.386.825-84
Jarrett Homenick,372.131.166-17
Noelia Willms,589.356.889-86
Dr. Long Wolff,857.562.604-56
Theodora Quitzon DDS,376.458.973-55
Sen. Brittny Mraz,880.903.924-30
Palmer Schumm,336.683.752-64
Winnie D'Amore,118.379.403-32
Shoshana Kerluke,553.784.192-15
Jaleesa Walsh,501.640.616-60
Sherrill McDermott,955.258.379-88
Ulysses Streich,928.895.556-67
Weston Swift,475.167.189-39
Caitlyn Doyle DC,483.652.584-21
Willie Halvorson MD,858.336.429-22
Pres. Paul Kozey,320.803.114-85
Bart Altenwerth,193.167.721-74
Ms. Tommye Bednar,912.198.334-64
Xiomara Hermiston,790.346.715-74
Rev. Elvis Terry,650.209.520-35
Genie Klocko,857.379.225-24
Ms. Roscoe Braun,450.168.947-68
Lindsay Welch,327.761.890-85
Porfirio Gutkowski,875.724.755-64
Edyth Carter,803.492.345-85
Galina Homenick II,872.855.207-86
Alvin Ferry DVM,542.400.341-69
Leisha Wunsch DDS,768.146.431-29
Latonia Krajcik,609.488.827-98
Louie Johns II,806.274.905-64
Beckie Wunsch,321.273.417-63
Deon Bogan,170.911.202-15
Christen Jerde,799.802.184-78
Rep. Allena Hayes,893.536.748-43
Sherrell Goyette,306.337.799-31
Roberto Frami Esq.,270.268.506-66
Taylor MacGyver,250.311.409-21
Shannon Roberts,217.987.775-91
Sen. Petra Watsica,943.860.161-81
Darrell Schuster,648.757.154-62
Carolina Harris,609.244.513-48
Shayla Jacobson VM,304.384.714-98
Miss Coleen Klein,662.195.889-80
Gaston Langosh,876.832.785-82
Rolland Crist,265.799.545-90
Becky Cormier,602.172.173-38
Randy Hand,198.451.102-31
Merlene Lindgren,737.487.735-14
Winston Lehner,193.398.208-91
Addie Shanahan,283.441.299-36
Miss Emil McCullough,325.219.433-49
Filiberto Hoppe DC,246.588.921-49
Prof. Miguel MacGyver,779.471.255-77
Forrest Torp,109.795.657-78
Dr. Newton Kuvalis,708.469.379-27
Hobert Ankunding,421.888.855-21
Kylie Heaney,731.225.709-66
Marshall Conn,453.661.718-45
Phillip Johns,173.593.985-73
Prof. Elroy Mertz,643.871.748-31
Jarrod Greenholt,540.269.985-12
Darron Nicolas,716.245.277-54
Lottie Farrell I,361.326.406-12
Claude Greenholt DDS,703.712.480-97
Mr. Odis Orn,750.259.109-69
Inell Friesen,621.502.946-65
Kelsi Hegmann,667.533.241-73
Alma Nitzsche,666.415.960-42
Beverley Mueller,475.570.415-47
Prof. Marisol Lind,686.159.886-74
Josue Schumm,173.345.690-34
Beulah Pagac,191.686.648-71
Mark Armstrong,125.756.585-40
Moises Gottlieb I,181.375.659-57
Dr. Erasmo Lind,972.798.921-26
Terrence Olson,956.973.168-47
Marget Larson,177.685.679-52
Howard Farrell,103.599.885-46
Sammie Wiza,105.164.534-87
Nickole Herman,171.775.700-33
Rep. Apryl Hettinger,772.679.589-40
Kris Konopelski,764.139.618-90
Erick Prosacco V,717.292.678-27
Dena Kshlerin,987.621.213-22
Chanda Friesen,687.226.264-42
Mitch Pouros,269.221.511-82
Mirna Schulist V,449.852.181-35
Mickey Smith,774.694.936-22
Willena Harber,619.642.855-37
Rolanda Paucek,277.729.836-85
Kalyn Borer,526.989.354-50
Murray Runolfsson,875.346.958-94
Rosalind Crooks,947.106.876-26
Vicente Durgan,612.990.147-93
Maxie Mraz,544.326.959-45
Pres. John Lind,604.468.774-27
Stephen Stiedemann MD,551.738.495-95
Mr. Hazel Treutel,175.629.765-92
Fr. Wendell Deckow,986.395.412-46
Ginette Batz,510.545.228-11
Danilo Schumm,707.249.759-73
Lennie Hauck V,474.466.927-63
Israel Casper,677.546.548-91
Barry Nienow,224.353.153-66
Adell Feest,936.662.557-46
Gregg Cartwright,170.788.152-97
Darleen Bashirian,312.459.280-90
Cody Gleichner,231.315.249-13
Barton Medhurst,169.451.931-90
Prof. Stefania Jacobs,228.543.750-65
Adolfo Abbott,540.226.202-61
Rosendo Carroll,560.230.991-53
Mr. Curtis Koch,563.717.121-44
Tanika Mante,601.649.594-69
Joanne Schroeder,469.670.841-81
Christen Kertzmann,449.647.610-38
Loyd Beahan,709.859.909-95
Rep. Velda Rath,121.637.397-75
Kayla Parker,536.592.895-82
Norbert Thompson,705.983.946-79
Georgette Fahey Jr.,625.802.920-98
Oswaldo Witting,142.722.170-54
Pres. Bert Upton,648.384.995-16
Mrs. Oliver Balistreri,120.777.155-47
Alejandrina Denesik,901.966.354-33
Luise Stroman,143.880.340-38
Theodore Jacobs,854.435.450-76
Gaston Sipes,281.275.206-98
Piper Ritchie,581.446.335-73
Olga Runolfsson LLD,814.781.391-95
Cecelia Blanda V,395.790.725-70
Kellie Strosin,236.989.494-68
The Hon. Felicitas Conroy,511.881.756-63
Jacquetta Lindgren,890.986.911-10
Mitchell Leuschke,114.142.780-36
Sen. Sebastian O'Keefe,455.911.916-72
Georgene Schumm,415.459.478-79
Melodee Glover,322.357.733-28
Mrs. Shemeka McGlynn,554.965.248-66
Elliot Cartwright V,135.489.427-27
Mr. Nicki Frami,347.509.646-79
Roman Nienow,278.172.396-85
Buck Gislason,271.317.242-91
Lonny Schiller,693.549.417-52
Brady Reynolds DO,985.187.498-36
Gennie Donnelly,819.471.537-44
Tonisha Lehner,817.329.374-58
Diedra Mueller,571.278.317-20
Rev. Annice Gislason,909.689.389-48
Olga Aufderhar,148.576.489-65
Rep. Maryjane Stamm,991.120.192-29
The Hon. Justina Ryan,754.734.414-21
Elouise Zemlak II,693.538.236-81
Paula Gorczany,546.835.223-78
Terrie Konopelski,391.723.132-22
Sun Hudson,469.168.258-10
Grover Block,975.740.128-50
Traci Aufderhar,667.391.866-88
Normand Connelly,243.127.966-18
Kalyn Lind,241.918.705-11
Sammy Lind,445.744.399-80
Jami Barton III,407.819.805-94
Miguelina Skiles DO,858.130.857-28
Raina Olson CPA,176.342.230-67
Barrie Lubowitz,369.832.398-50
Douglas Bartell,969.294.243-45
Bettye Schumm,613.843.150-52
Rev. James Bauch,292.887.583-59
Enrique Schmidt,664.964.731-58
Gerry Schmidt,548.862.616-59
Ernestina Feeney,808.597.543-84
Charity Jacobson,385.672.188-19
Mee Crooks,105.440.109-82
Mr. Leon Schulist,135.243.868-48
Otis Bernier,828.487.672-30
Domingo Dickens,518.400.496-92
Callie Lang,700.553.451-74
Alyson Kuvalis,608.477.256-94
Salvatore Lindgren,235.117.750-66
Shanda Bode,437.461.722-16
Arlie Parker,181.392.528-88
Gina Prohaska,545.640.635-19
Darnell Klein,578.992.206-75
Jeannie Yost,590.354.526-88
Kelley Roob,820.551.546-36
Amb. Rex Raynor,320.601.553-57
Karissa Conroy,594.938.529-38
Etha McLaughlin,177.143.464-16
Claude Marquardt,778.157.198-11
Sen. Otto Runte,562.101.521-22
Willard Blanda,418.914.434-29
Jamaal Jaskolski,222.493.257-57
Lecia Romaguera Jr.,833.679.337-89
Karyn Moen,192.300.845-44
Argelia Schuster,648.773.632-41
Pres. Leeanne Ebert,792.441.981-28
Msgr. Chelsie Bins,374.721.872-93
Vada Von,853.286.108-85
Jamar Nienow,147.663.427-57
Fausto Toy,213.328.818-21
Celeste Fisher,283.651.401-41
Maxwell O'Hara,701.343.386-90
Derick Cruickshank,774.892.337-71
Felton Kerluke,187.883.777-78
Malcom Christiansen PhD,700.375.726-81
Zena Gulgowski,722.271.363-38
Jamar Raynor,624.960.215-70
Charles Tromp,214.535.219-22
Shera Beier DVM,281.234.833-25
Clifford Romaguera,907.515.518-49
Francis Bauch V,995.542.488-99
Clyde Bode,128.519.880-32
Ranee Yundt,410.220.363-71
Mr. Leigh Auer,680.246.594-23
Eugene Champlin,912.959.987-12
Geoffrey Kihn,102.491.862-33
Madeline Schoen,909.845.470-32
Rep. Jess Treutel,643.274.818-50
Msgr. Domenic Prohaska,138.916.441-21
Brittany Mitchell,498.349.310-67
Palmer Quitzon,447.263.401-42
Jadwiga Buckridge,733.169.764-75
Chastity Johns Sr.,311.179.216-71
Yael Aufderhar VM,189.625.922-36
Guadalupe Labadie,667.852.362-30
Lashonda Littel,836.611.523-79
Betsy Herzog,713.819.524-86
Msgr. Eva Pagac,847.163.581-20
Alberto Schneider,206.536.227-26
Martin Gorczany,805.824.783-76
Clair Huels,676.381.721-35
Dr. Sidney Mann,400.944.682-48
Asa West,728.460.284-92
Wilfredo Wunsch,444.934.178-48
Rupert Beier,795.637.149-96
Audrea Botsford DVM,206.677.809-68
Augustine Ankunding,713.723.111-74
Wilson Abbott,196.467.291-13
Muriel Hyatt,984.692.175-63
Prof. Waneta Von,625.334.261-40
Dr. Regena Wiegand,747.286.381-15
Xavier Schuster,659.767.661-32
Mr. Risa Lindgren,781.690.423-84
Myrtice Cruickshank,539.986.645-16
Larry Bednar,244.707.200-65
Isaias Fay,794.824.367-83
Shayne Marquardt,996.863.309-94
Taylor Okuneva,371.318.224-14
Bong Hamill,533.474.136-55
Malvina Lebsack,462.953.764-35
Ms. Alana Reichert,562.947.882-89
Monroe Douglas DVM,794.457.740-31
Krystyna McDermott,346.482.880-18
Cristi Schultz,805.165.412-27
Olinda Mills DC,826.408.469-27
Myrna Swift DDS,883.306.637-32
Lashon Jaskolski,395.916.159-76
Gustavo DuBuque,993.222.346-85
Yanira Robel,164.186.216-70
Cary Carter,174.997.667-55
Babette Gutkowski,379.678.322-71
Rev. Felton Marks,517.167.442-20
Darlena Bruen CPA,440.234.276-85
Marlen Rowe,986.717.435-14
Rep. Stuart Russel,497.282.968-95
Dr. Augustine Walter,607.234.559-34
Rutha Ankunding,970.690.451-10
Pres. Henry Lebsack,887.412.777-83
Essie Jacobson,391.478.396-62
Francis Jacobs Esq.,502.369.374-31
Lawerence Ziemann,111.720.464-41
Matha Hayes PhD,656.100.848-42
Casey Jenkins,589.239.902-65
Reba Goldner,783.147.593-93
Kent Leffler Ret.,364.680.836-33
Alayna Nicolas,634.244.105-51
Jaleesa Larkin,683.254.104-16
Efren Kemmer MD,950.837.738-95
Mrs. Morgan Dooley,202.582.564-81
Altagracia Jacobi,501.513.156-93
Leland Connelly,402.265.424-78
Ellie Schuppe,320.744.768-85
Latrice Rowe,420.555.571-38
Margo McDermott,571.368.877-51
Garth Kirlin Esq.,565.722.559-47
Dalton Johnson,649.181.840-60
Mrs. Eddy Stroman,238.114.575-12
Jerald Maggio,101.365.789-65
Calvin Dicki,653.395.852-23
Rodolfo Prohaska,726.431.166-65
Long Bernier MD,468.705.292-43
Hugh Upton,614.807.952-47
Gennie Gerhold DC,244.284.342-13
The Hon. Ferdinand Ullrich,499.998.573-46
Leta Krajcik,717.727.329-84
Donya Haley,984.601.163-69
Mariela Kessler,242.105.518-70
Prof. Jani Wiegand,934.889.468-72
Marica Lang,315.856.147-41
Mabel Effertz DDS,259.773.803-18
Jarvis Schmidt,861.228.769-77
Reyes Davis,193.999.867-68
Cristina Lockman,843.733.635-62
Jesse Rippin,297.409.683-79
Zachery Runte,548.458.517-52
Arnulfo Bergnaum,724.478.749-99
Tyron Champlin II,148.316.328-49
Jeane Koch,711.380.283-46
Danyel O'Hara,508.498.614-79
Courtney Emard,759.115.800-65
Jesus Schultz VM,518.212.169-46
Rolando DuBuque,283.691.612-94
Dominique Hoppe,878.385.593-80
Belkis Okuneva,683.160.708-43
Carlton Ruecker,620.241.569-61
Waylon Johnson,747.627.266-36
Merlyn Homenick,614.699.542-98
Hosea Lubowitz,668.669.236-48
Jacinto Trantow,585.692.406-56
Dorene Frami III,279.186.614-98
Jonathan Howell,682.122.602-94
Samara Howe,636.737.367-40
Lino Cassin,606.561.980-31
Tim Koch,444.997.965-27
Kiyoko Fisher,142.579.438-75
Brendan Hudson,840.487.604-76
Chauncey Collier,256.724.827-12
Kellie Predovic,721.221.229-68
James Wunsch,866.947.508-62
Joyce Christiansen IV,391.689.133-98
Garret O'Keefe,942.375.131-96
Seymour Frami,542.973.695-33
Kareem King CPA,901.915.266-73
Garrett Blanda I,248.204.320-81
Ruby Willms,681.725.174-64
Angele Howe,445.666.617-19
Hai Schiller,486.112.296-74
Jaime Streich JD,844.906.561-75
Gaston Ruecker,165.956.781-80
Fr. Francisco DuBuque,448.292.679-32
Tara Barrows,778.145.806-84
Trisha Hilll,499.322.575-74
Carola Kuphal,178.101.195-82
Gale Cummings,340.406.881-30
Susanna Baumbach III,370.757.608-56
Elanor Graham,327.241.612-52
Ta Rodriguez DC,633.688.634-82
Elanor Gleason,435.195.381-31
Errol Lueilwitz,336.990.611-96
Ms. Chance Bernhard,138.303.686-74
Johanne Legros,264.352.912-44
Michel Gerhold IV,949.896.625-61
Suellen Nienow,896.505.658-55
Floyd Crist,303.597.316-52
Perry Fay JD,144.390.377-85
Timmy Reichert Ret.,686.439.750-31
Mr. Roxie Feeney,478.181.513-72
Shane Ondricka II,433.188.679-48
Michelina Will,542.626.382-50
Buford Mraz,531.201.153-31
Quinton Bradtke,406.215.488-30
Alfredo Schumm,636.110.727-28
Dung Little,416.848.163-35
Jeri Breitenberg PhD,109.897.894-57
Melody Effertz,184.246.688-30
Orval Okuneva JD,841.530.840-28
Ronald Bruen,785.659.164-40
Rev. Taylor Ortiz,105.415.777-86
Quincy Kerluke,894.216.233-93
Margaretta Luettgen,971.184.478-98
Quentin Considine DO,884.246.480-28
Wiley Hettinger,546.385.985-93
Nathan Olson,151.543.549-26
Lon Marks,813.706.181-30
Son Bartell DDS,454.269.644-27
Abram Gerhold,417.415.488-57
Walter Schamberger,428.751.761-65
Otis Tillman CPA,131.655.956-36
Terence Fritsch,643.508.902-39
Leroy Mitchell,206.863.434-97
Jerrod Stiedemann,864.213.492-84
Alvina Gerhold,850.806.216-81
Willie Davis,124.115.669-55
Clyde Hagenes II,193.628.687-28
Zora Goldner,726.613.796-84
Marvin O'Kon,487.578.276-64
Dwain Schowalter,312.113.937-83
Mrs. Lurline Spinka,854.697.598-16
Kimiko Hayes,394.499.103-20
Prof. Julian Feeney,274.780.510-12
Johana Thiel,714.406.934-68
Tomas Kutch,617.820.727-26
Cherly Hodkiewicz,614.277.561-98
Phyllis Yost,934.617.288-95
Ted Gibson,587.275.867-80
Noma Haley,563.273.402-37
Renetta Schmeler Ret.,360.830.283-42
Hans Cruickshank,101.920.275-73
Miss Richard Lynch,129.184.645-22
Vernie Fritsch,150.716.193-81
The Hon. Gale Schroeder,295.843.328-92
Pearlie Bauch,433.148.918-35
Phil Gleason,344.701.137-30
Chadwick McGlynn,926.968.625-40
Bryanna Kulas,586.754.835-39
Sen. Rolanda Hickle,190.181.650-77
Heriberto Konopelski,639.444.280-54
Antony Wuckert,357.999.595-96
Dr. Arvilla Osinski,496.325.787-50
Prof. Shelton Kunde,884.914.379-50
Romona Grady,544.572.533-40
Karl Hane,843.103.649-98
Eldora Hermann,103.156.314-94
Prof. Larita Pollich,253.425.821-49
Denny Schaefer,474.843.394-40
Nathaniel Marks,560.840.400-14
Gene Ankunding,910.913.216-77
Racquel Turner I,105.282.828-21
Aleida Emard,818.579.153-14
Gov. Kristian Weissnat,613.107.736-93
Kim Predovic,120.921.486-79
Simone Cronin IV,656.733.935-25
Maryln Luettgen,569.369.667-79
Fr. Dominique Reichel,309.770.765-24
Ina Grimes,500.646.644-55
Rep. Terrance Kunze,589.143.849-72
Dorthey Tillman,895.358.698-10
Dr. Minta Turner,943.902.593-12
Aracelis Gulgowski,115.234.912-88
Antonietta Haley MD,308.389.163-28
Dorian Mosciski,100.492.964-70
Derek Collins,167.216.517-26
Genoveva Botsford V,185.897.723-76
Jerrie Herzog,134.113.828-39
Orville Barrows,506.288.720-26
Serita Kshlerin,466.473.244-42
Alvin Leannon,196.196.209-14
Sadie Kshlerin,949.660.160-17
Odell Schmidt PhD,951.972.451-68
Berna Douglas,899.857.356-92
Jalisa McDermott,535.206.318-23
Tracy Skiles,948.866.379-42
Gerard Welch VM,890.802.878-16
Aubrey Romaguera DC,456.347.671-58
Rod Hammes,401.920.498-97
Phillip Jacobson,957.918.555-60
Yael Hartmann,733.581.495-62
Despina Nitzsche,536.512.223-32
Rep. Robbie Gerhold,600.450.201-97
Jene Lowe,913.349.334-30
Ebonie VonRueden,405.590.213-43
Euna Nikolaus,545.550.864-63
Sandra Morissette,726.587.501-92
Jada Hessel,103.626.737-77
Caprice Nicolas,192.169.755-42
Dong Kuhn DDS,967.963.374-42
Serafina Heller,865.666.753-96
Jody Jast,204.179.887-56
Noe Tremblay,448.338.317-28
Yulanda Goyette,216.371.763-78
Bronwyn White,898.926.765-86
Mrs. Sirena Bashirian,394.143.724-12
Bret Auer,754.114.224-43
Jamel Rowe,629.642.608-62
Miss Melania Bartell,136.261.790-83
Dwayne Kerluke VM,574.917.592-24
Winford Lebsack,176.574.210-61
Hollie Runolfsson II,480.143.418-60
Viviana Leannon,666.556.816-37
Marquis Lowe DC,710.450.610-76
Yajaira Jacobi,280.816.304-32
Rosamaria Kemmer,102.567.117-64
Patty Wunsch,533.878.473-69
Mr. Marisa Kemmer,687.148.381-99
Refugio Kunze,926.486.909-32
Nannette Kozey,899.883.999-82
Toby White,456.416.712-44
Rodrigo Kulas,305.794.766-16
Rob Satterfield,429.382.114-82
Isreal Sipes,672.808.649-99
Mrs. Lahoma Pacocha,920.239.817-76
Narcisa Bradtke,836.824.739-66
Arlen Johnston,794.476.163-82
Mervin Wolf,548.504.812-42
Rep. Marilynn Rice,109.989.752-70
Thomas Johnson V,477.803.331-20
Kerry Jaskolski,685.937.906-58
Harry Brakus,870.274.167-21
Dr. Raymon O'Keefe,535.470.115-87
Erich Wilderman,707.751.160-74
Miss Loren Borer,906.133.932-12
Samantha Powlowski MD,623.680.506-56
Phuong Prohaska,196.633.567-19
Delilah Beer,991.533.881-38
Peter Cremin VM,530.182.698-88
Ali Feil,453.530.488-88
Randell Goodwin,765.900.771-84
Quintin Cummerata,459.688.444-10
Candie Abshire DVM,368.745.559-95
Mikaela Jerde,384.138.508-68
Kymberly Mann,355.376.601-75
Annamaria Runolfsdottir,166.234.872-73
Kathy Rau DVM,610.499.851-26
Julius Crona,757.892.464-17
Hiram Moen Sr.,628.543.806-13
Lavone Blanda,418.387.236-73
Suk Goldner,651.630.155-91
Miss Bette Friesen,872.637.417-76
Providencia Haley Esq.,194.465.185-34
Miss Georgie Zemlak,522.838.349-91
Mr. Rory Pfeffer,714.911.645-81
Rosina Bradtke,963.968.955-23
Mrs. Rogelio Daugherty,213.733.307-60
Joaquin Moore,482.569.141-56
Clement Brown,607.908.156-66
Peg Schmeler,577.817.412-25
Salome Murray,334.255.324-28
Jonathon Romaguera,408.766.674-23
Miss Sharan Nicolas,239.525.818-63
Dani Cremin,917.609.849-37
Domenica Kub,845.442.595-62
Msgr. Armando Christiansen,505.386.328-15
Keri Hegmann,353.429.643-71
The Hon. Darell Nolan,424.156.427-94
Senaida Schiller,590.688.730-84
Ebony Swaniawski Ret.,778.735.239-38
Elijah Frami,660.453.154-60
Rep. Marshall Ruecker,147.369.409-34
Mitzie Smitham,549.684.110-23
Babette Kulas,106.225.906-53
Saundra Larson,518.599.240-30
Ashanti Kautzer,290.169.680-28
Angela Howe,436.196.585-26
Dudley Lindgren,775.964.248-41
Miss Karl Corwin,951.294.227-16
Teddy Bergstrom,641.234.728-59
Seth Ledner DO,340.500.622-99
Oretha Yost,278.976.582-52
Ouida Leffler,674.855.151-45
Barb Feil I,164.375.901-91
Jonathon O'Hara,755.506.373-88
Todd Pacocha,860.965.213-86
Miss Jon Kilback,152.134.915-48
Tricia Stamm,639.220.486-73
Dr. Sharla Hane,188.140.485-69
Shayna Monahan,680.602.925-94
Rev. Frederick Ziemann,706.742.541-21
Eun Kuvalis,544.177.797-43
Felipe Marks,813.567.313-24
Thurman Grady,549.472.200-44
Deonna Fritsch II,532.536.838-98
Elias Feeney DDS,426.599.171-90
Jenifer Lesch,241.164.852-46
Antoinette Beer,253.411.582-35
Yuko Kunze,260.414.883-97
Hassie O'Hara,304.420.703-61
Dante Stokes,403.784.865-65
Mrs. Dong Mueller,490.794.254-42
Kathlene Kovacek PhD,565.936.943-88
Wilda Steuber,851.932.442-70
Sen. Elfriede Kshlerin,581.555.561-57
Jackie Carroll,504.756.834-77
Tristan Ondricka,519.471.253-81
Jon DuBuque,952.219.730-16
Kurt Auer,624.646.417-45
Kristle Monahan,546.705.637-18
Larita Goldner Jr.,887.864.779-52
Obdulia Jakubowski,450.189.630-65
Bruce Ward,444.758.272-13
Bobbi Wiza I,165.540.349-13
Rev. Judith Hermiston,611.656.461-84
Mozella Hamill,684.386.533-86
Cletus Murphy,886.586.922-85
Lakita Wolf,798.226.134-99
Britt Hand,795.771.115-71
Claudio Tromp,217.906.174-46
Abel Schowalter,656.763.893-40
Rodolfo Heaney,583.309.524-63
Junior Satterfield,577.339.124-74
John Kemmer,281.597.881-93
Heidi Beatty,460.224.273-48
Pres. Germaine Ebert,258.824.728-79
